Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
vDLACQCK9pcADJhsG,Hammer Head,Concentrate,2018-01-19,2018-01-19,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.05,0.09,0.05,0.0,0.14,0.09,0.04,0.04,0.13,0.0,0.0,,0.81,0.0,94.36,0.0,0.0,0.0,0.0,,,0.21,0.0,0.0,
vDYN7Pkte7CtvHNH3,Acapulco Big Bud,Concentrate,2016-01-28,2016-02-01,,,,0.09,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.03,0.22,0.09,0.01,0.37,0.89,0.12,0.0,0.52,0.01,0.0,,55.3,,,0.13,0.07,,0.02,,,,2.19,0.02,
vDgy3xaK9tYpFX9SM,0105 Wax,Concentrate,2018-01-11,2018-01-11,12,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.85,0.0,0.0,0.0,0.99,0.0,0.0,14.05,0.04,0.0,0.03,0.09,0.0,0.0,,44.25,0.0,1.09,0.25,3.99,0.0,0.0,,,0.0,0.31,0.27,
vEQfS69puDiZPS6L3,Josh D OG #9 LR,Concentrate,2018-05-01,2018-05-01,,0.0,0.0,,,,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.53,0.07,0.32,0.35,0.08,0.62,1.55,0.19,0.1,2.57,0.06,0.0,,1.34,0.01,81.39,0.01,0.01,0.01,0.01,,,3.75,0.01,0.01,
vH34NQXRvnP9CsLj9,Gorilla Glue #4 - LR,Concentrate,2016-11-01,2016-11-02,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.02,0.07,0.44,0.11,0.0,0.99,0.21,0.0,0.0,1.03,0.0,0.0,,66.1,,,0.27,0.22,,0.41,,,,2.49,0.6,
vHfFiokGijerspXtb,Tropic Thunder  / Loyalty Extracts,Concentrate,2017-02-17,2017-02-21,31,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.08,0.05,0.22,0.05,0.0,0.61,0.26,0.01,0.01,0.3,0.0,0.0,,57.4,,,0.36,1.08,,0.81,,,,2.62,0.56,
vJWqGBovBGbQhiuRQ,Jupiter OG x Cannatonic - LR,Concentrate,2016-03-01,2016-03-02,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.16,0.0,0.02,0.07,0.33,0.08,0.0,0.8,1.0,0.01,0.0,0.61,0.0,0.05,,34.4,,,0.13,0.09,,10.7,,,,1.75,0.73,
vKt4LBL77Lx8gZpvA,Banana OG HTFSE,Concentrate,2017-05-10,2017-05-12,15,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.57,0.0,0.0,0.26,0.86,0.13,0.0,1.91,0.29,0.0,0.13,1.28,0.0,0.0,49.5,15.9,,,0.17,0.0,0.46,0.0,,,1.93,0.42,0.01,
vLQSC6kpsy8yYQnau,Blueberry,Concentrate,2017-07-27,2017-07-27,109,0.0,0.0,,,,0.0,0.05,0.0,0.03,0.0,0.13,0.0,0.13,0.0,0.85,0.09,0.2,0.18,0.08,0.67,0.09,0.11,0.17,0.16,0.07,0.0,,4.57,0.01,84.17,0.01,0.21,0.98,0.01,,,6.39,0.01,0.01,
vNoENzzeY7378yibE,Blackberry Kush,Concentrate,2017-12-02,2017-12-02,124,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.05,0.0,0.18,0.0,0.16,0.36,0.0,0.07,0.05,0.0,0.0,,82.24,0.0,0.0,0.47,1.94,0.0,0.32,,,0.0,2.83,1.09,
vP6xSzNwgiJELgzKq,Clear - Strawberry,Concentrate,2016-10-15,2016-10-18,125,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,3.49,0.0,0.18,0.17,0.0,0.41,0.01,0.0,0.0,,63.9,,,2.21,0.82,,0.52,,,,1.25,0.35,
vPEWapQkJYW7zKKMb,HBC-D,Concentrate,2017-03-21,2017-03-23,46,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.13,0.05,0.54,0.04,0.0,0.96,0.24,0.02,0.0,0.34,0.0,0.0,,52.0,,,0.26,0.49,,0.49,,,,4.22,0.42,
vPvanwPfQRzdQmxWf,Tahoe OG -LR,Concentrate,2017-09-09,2017-09-09,,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.21,0.0,0.05,0.07,0.36,0.12,0.01,0.95,0.83,0.03,0.0,0.71,0.0,0.0,,0.94,0.01,84.11,0.01,0.01,0.01,0.01,,,2.0,0.39,0.01,
vQKAsqh3FxbucJSwP,Sample 8,Concentrate,,,19,,,0.0,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.06,0.04,0.25,0.16,0.0,0.59,0.38,0.02,0.07,0.86,0.0,0.0,,,,,,,,,,,,,,
vTCvjxwvjbtQEFCkR,ASDO1130CCWax,Concentrate,2017-12-05,2017-12-05,12,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,82.39,0.01,0.28,0.71,0.15,0.01,0.01,,,0.38,1.67,1.07,
vWRvZYCRJYHL5DDJt,Banana OG 1st Wash 73 Micron,Concentrate,2015-08-05,2015-08-06,30,,,0.0,0.0,,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.03,0.02,0.11,0.4,0.01,0.26,0.24,0.02,0.12,0.77,0.0,0.0,,64.0,,,0.08,0.08,,0.03,,,,0.57,0.12,
vY3heszgXC5m23NQc,OG 18 - TR,Concentrate,2016-09-01,2016-09-03,,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.04,0.49,0.19,0.0,1.06,0.28,0.0,0.08,0.81,0.0,0.0,,70.1,,,0.42,0.42,,0.82,,,,2.43,0.76,
vYsPLastCA43WDCKg,Tahoe OG - LR,Concentrate,2016-07-02,2016-07-06,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.01,0.25,0.12,0.0,0.57,1.04,0.0,0.0,0.52,0.0,0.0,,76.0,,,0.33,0.0,,0.49,,,,2.27,0.97,
vZhGR8gZiRdhsvz35,Honey Bananas,Concentrate,2017-05-10,2017-05-12,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.15,0.06,0.0,0.45,0.42,0.0,0.0,0.25,0.0,0.0,74.1,3.3,,,0.0,0.0,0.48,0.0,,,4.86,0.99,0.0,
va59nxYq78XdLsLnZ,Strawberry Banana LRB,Concentrate,2018-05-04,2018-05-04,,0.0,0.0,,,,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.22,0.07,0.19,0.13,0.05,0.35,0.57,0.1,0.05,0.59,0.04,0.0,,2.87,0.01,82.07,0.01,0.01,1.2,0.01,,,4.04,0.74,0.01,
vbYbHwtsbn9GvqWnq,OG Purple Kush,Concentrate,2016-09-26,2016-09-27,35,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.05,0.15,0.02,0.0,0.29,0.04,0.0,0.0,0.15,0.0,0.0,,76.0,,,0.41,0.32,,0.37,,,,2.49,0.62,
vc66q5m59CSRRQFXZ,Jedi Kush Batter,Concentrate,2017-01-21,2017-01-23,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.07,0.11,0.07,0.0,0.38,0.09,0.0,0.01,0.51,0.0,0.0,,66.4,,,0.34,0.28,,0.42,,,,2.9,0.65,
vfMMyhSBZ8Qn65pXD,Treetop GG #4,Concentrate,2016-08-30,2016-09-01,12,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.02,0.29,0.14,0.0,0.4,0.04,0.0,0.03,0.41,0.0,0.0,,63.7,,,0.47,0.44,,0.48,,,,4.43,0.88,
vgPuNxjzLuhDfhhvD,02418-04 Goji LRB,Concentrate,2018-05-17,2018-05-17,,0.0,0.0,,,,0.04,0.08,0.0,0.0,0.0,0.08,0.0,0.34,0.0,0.08,0.0,0.14,0.18,0.05,0.23,0.54,0.14,0.07,1.18,0.04,0.0,,4.0,0.01,77.44,0.01,0.01,6.0,0.01,,,2.62,0.01,0.01,
viqhjAPqoeMX6GAw8,Monster Chem O.G. - LR,Concentrate,2017-04-18,2017-04-20,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.67,0.05,0.0,1.22,0.11,0.0,0.0,0.55,0.0,0.0,,54.0,,,0.21,0.25,,0.43,,,,2.42,0.63,
viw7uFFQW5fccNK6P,Orange Cream Cured Cart.,Concentrate,2018-02-09,2018-02-09,2,0.18,0.0,,,,0.0,0.08,0.0,0.0,0.0,0.12,0.0,0.37,0.0,0.11,0.08,0.15,0.13,0.0,0.36,0.18,0.09,0.14,0.55,0.0,0.0,,1.42,0.01,54.3,0.01,0.01,0.01,0.01,,,2.56,0.35,0.01,
vj6m95phCCqmr6Ct7,Supercritical CO2 Extract (Decarbed),Concentrate,2016-02-08,2016-02-11,,,,0.0,0.0,,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.01,0.0,0.12,0.05,0.13,0.03,0.01,0.49,0.01,0.07,0.02,0.04,0.01,0.0,,32.7,,,0.38,0.14,,0.02,,,,1.05,0.08,
vmWbgFZZPxeWh9X9w,Dosidos - LR,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.37,0.03,0.25,0.26,0.0,0.64,0.61,0.12,0.04,1.22,0.0,0.0,,0.75,0.01,78.29,0.01,0.01,0.01,0.01,,,3.9,0.56,0.01,
vnmkbQBJcJPBZAbkf,Tangie Ghost Train Craft Cart,Concentrate,2018-01-11,2018-01-11,2,0.0,0.0,,,,0.0,0.12,0.0,0.0,0.0,0.32,0.0,0.6,0.0,0.34,0.0,0.36,0.23,0.09,0.87,2.2,0.24,0.31,1.79,0.07,0.0,,47.99,0.0,18.54,0.33,0.1,1.02,0.0,,,2.06,1.9,1.57,
vqMzo55iCcRDdkC4y,RokBud Shatter,Concentrate,2017-04-24,2017-04-26,94,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.0,0.21,0.06,0.0,0.1,0.02,0.18,0.02,0.0,0.0,0.0,0.0,0.0,,44.5,,,0.27,0.44,,0.37,,,,2.35,0.89,
vr43PSB7SNpGnJ5Bc,Gorilla Glue,Concentrate,,,11,0.0,0.0,,,,1.78,1.57,0.0,0.0,0.0,0.0,0.0,3.73,0.0,1.94,2.41,5.67,3.31,0.0,13.27,10.44,1.73,4.04,18.15,0.0,0.0,,,,,,,,,,,,,,
vsmNqdrQrYvXCP6pt,Strawberry Cookies Cured Cart,Concentrate,2017-10-16,2017-10-16,2,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.06,0.06,0.1,0.06,0.0,0.41,0.13,0.03,0.06,0.56,0.0,0.0,,8.1,0.01,44.58,0.01,0.01,0.01,0.01,,,1.09,0.24,0.48,
vv8xsPuKPxvGjDWgn,G ∆-9- LR,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.03,0.26,0.09,0.0,0.66,0.33,0.02,0.02,0.9,0.0,0.0,,1.08,0.01,73.96,0.01,0.01,0.52,0.01,,,2.76,0.44,0.01,
vvLG67AmzuC2WesHa,Jedi,Concentrate,2016-07-27,2016-07-28,123,,,0.0,0.0,,0.02,0.02,0.0,0.01,0.0,0.08,0.0,0.08,0.0,0.76,0.06,0.13,0.16,0.07,0.22,0.19,0.02,0.03,0.34,0.04,0.0,,64.6,,,0.33,0.32,,0.61,,,,1.44,0.84,
vy38uKRmk87pfmXSA,Skywalker - LRB,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.14,0.04,0.23,0.04,0.0,0.51,0.23,0.03,0.0,0.54,0.0,0.0,,1.27,0.01,88.21,0.01,0.01,0.01,0.01,,,2.86,0.42,0.01,
w2v3zY376Syfz5FTF,ASD1228WAX,Concentrate,2018-01-03,2018-01-03,12,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.29,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,83.09,0.01,0.24,0.45,0.42,0.89,0.01,,,0.01,1.66,1.33,
w6uJANdsf49EqEyEm,Fruit Punch O.G. - LR,Concentrate,2016-08-20,2016-08-22,,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.0,0.07,0.18,0.0,0.15,0.46,0.03,0.09,1.08,0.0,0.0,,67.2,,,0.36,0.29,,0.45,,,,3.01,0.52,
w8Ww9hxsdJatPPAiG,Dark Plasma #5 LR,Concentrate,2018-05-01,2018-05-01,,0.0,0.0,,,,0.0,0.09,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.07,0.06,0.56,0.22,0.0,0.7,0.63,0.0,0.1,1.26,0.04,0.0,,0.82,0.01,79.62,0.01,0.01,0.01,0.01,,,4.01,0.62,0.01,
wBBHHiG5SKDkzks9c,Elmer Glue - LRB,Concentrate,2016-06-21,2016-06-22,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.05,0.01,0.19,0.1,0.0,0.35,0.83,0.02,0.06,1.13,0.0,0.0,,65.9,,,0.26,0.25,,0.59,,,,4.07,0.57,
wBEhDwDJtge8W77pB,Fruit Punch-C-Vac/frozen,Concentrate,2018-03-02,2018-03-02,,0.0,0.0,,,,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.29,0.0,0.08,0.06,0.12,0.27,0.05,0.17,1.19,0.06,0.06,1.06,0.04,0.0,,2.11,0.01,79.84,0.01,0.01,6.61,0.01,,,2.9,0.53,0.01,
wFQcw5K3NLaXaonkD,Crumble,Concentrate,2017-06-19,2017-06-19,126,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,8.02,0.01,0.01,0.01,0.0,0.01,69.89,,,0.96,1.78,0.34,
wHcmBEfCnZmzKSntM,Phantom Cookies,Concentrate,2018-01-23,2018-01-23,6,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.07,0.1,0.77,0.08,0.0,1.68,0.07,0.09,0.06,0.4,0.05,0.0,,3.43,0.01,83.38,0.01,0.01,0.01,0.01,,,0.81,0.01,0.03,
wKo7v87yB5AqH2sJw,Platinum Girl Scout Cookie,Concentrate,2017-01-03,2017-01-05,127,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.59,0.22,0.0,1.15,0.22,0.0,0.17,0.68,0.0,0.0,,66.9,,,0.32,0.52,,0.48,,,,4.03,1.44,
wKwKmD2uHSxMNvvQg,OGKB BHO,Concentrate,2015-09-14,2015-09-15,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.01,0.11,0.36,0.1,0.0,0.79,0.23,0.0,0.11,0.5,0.0,0.0,,58.6,,,0.2,0.16,,0.05,,,,1.76,0.72,
wMZGf96MravnY6xjm,Monter Cookies- LR,Concentrate,2017-04-14,2017-04-18,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.08,0.62,0.04,0.0,1.08,0.1,0.0,0.0,0.5,0.0,0.0,,54.4,,,0.18,0.36,,0.39,,,,2.03,0.45,
wNXNArKTm3Gm3stc4,Blaze-LRB-A-Control,Concentrate,2018-03-02,2018-03-02,,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.21,0.0,0.0,0.07,0.15,0.07,0.0,0.19,0.13,0.0,0.04,0.1,0.0,0.0,,2.7,0.01,81.6,0.01,0.01,0.91,0.01,,,3.64,1.07,0.04,
wR6PK85Xj5PKwTJZe,Death Glue - LR,Concentrate,2016-02-25,2016-02-26,,,,0.0,0.0,,0.0,0.04,0.0,0.01,0.0,0.03,0.0,0.11,0.0,0.03,0.04,0.44,0.13,0.01,1.18,0.91,0.01,0.06,0.95,0.01,0.0,,53.3,,,0.1,0.2,,0.02,,,,0.31,0.26,
wRSPAPifcn9W7Kx4h,Northern Lights,Concentrate,2017-04-28,2017-05-02,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.44,0.0,0.06,0.31,0.51,0.21,0.0,1.13,1.96,0.15,0.2,0.52,0.0,0.0,,32.8,,,0.32,0.45,,1.05,,,,4.86,3.43,
wSszxHEhTqHkAewFX,Super Goji Haze Batter,Concentrate,2017-04-04,2017-04-06,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.3,0.0,0.11,0.06,0.0,0.61,0.29,0.03,0.02,0.51,0.0,0.0,,61.9,,,0.47,0.31,,0.44,,,,2.44,0.66,
wTKgQa8DH8jknMepT,CBD Live Resin 2,Concentrate,2017-12-18,2017-12-18,2,0.0,0.0,,,,0.05,0.04,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.8,0.0,0.08,0.13,0.09,0.15,0.3,0.21,0.04,0.26,0.06,0.05,,1.15,0.01,31.45,0.01,0.01,52.44,1.69,,,0.01,0.23,0.01,
wToRFQ5v9izSway5R,White Deathstar - LRB,Concentrate,2016-01-19,2016-01-20,,,,0.0,0.0,,0.0,0.04,0.0,0.01,0.0,0.07,0.0,0.3,0.0,0.1,0.04,0.28,0.14,0.01,0.43,0.7,0.08,0.0,0.9,0.01,0.0,,53.3,,,0.1,0.04,,0.03,,,,0.86,0.4,
wXsY8LJMykwK7MCde,Strawberry Cough - CRB,Concentrate,2016-01-12,2016-01-13,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.03,0.02,0.18,0.04,0.01,0.31,0.76,0.09,0.0,0.31,0.0,0.0,,55.5,,,0.12,0.15,,0.02,,,,2.99,0.22,
wb56hDa3WQDjpcdME,Cookie Kush - LR,Concentrate,2016-03-09,2016-03-11,2,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,66.3,,,0.21,0.13,,0.0,,,,2.83,0.56,
wcANyMjtpqrDJCBRJ,WyFy - LRB,Concentrate,2015-12-22,2015-12-24,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.02,0.29,0.04,0.01,0.39,0.12,0.01,0.01,0.38,0.0,0.0,,62.1,,,0.09,0.11,,0.02,,,,1.29,0.18,
wcMXesnpADtMGhfhR,Cherry Turbo (A.S),Concentrate,2017-05-02,2017-05-03,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.06,0.06,0.14,0.13,0.0,0.39,0.11,0.0,0.08,0.18,0.0,0.0,78.6,2.7,,,0.0,0.0,0.15,0.1,,,2.69,0.4,0.43,
wd8dfKGsnE2AW2KQZ,Cookies and Cream Live Resin,Concentrate,2017-03-01,2017-03-03,2,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.04,0.3,0.13,0.0,0.71,0.22,0.0,0.04,1.1,0.0,0.0,,60.0,,,0.0,0.41,,0.61,,,,3.37,1.28,
wdf8gzKkr4drBmDy5,Zod - LR,Concentrate,2016-10-11,2016-10-13,,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.04,0.04,0.28,0.19,0.0,0.63,0.79,0.04,0.06,0.94,0.0,0.0,,61.5,,,0.5,0.27,,0.39,,,,3.3,0.59,
wduiyphxX4wyPgXoH,Garlic Chem - LRB,Concentrate,2017-03-14,2017-03-15,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.63,0.01,0.0,1.15,0.13,0.0,0.0,0.3,0.0,0.0,,62.8,,,0.3,0.28,,0.39,,,,1.59,0.39,
wf2yJXtoGxMdXbFon,Hammer Head Craft Cart,Concentrate,2018-01-11,2018-01-11,2,0.0,0.0,,,,0.08,0.11,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.29,0.23,0.87,0.21,0.09,1.73,1.09,0.16,0.23,1.5,0.07,0.0,,47.43,0.0,19.06,0.25,0.12,0.97,0.0,,,3.25,1.21,1.43,
wf53exYC22wjGetZS,Motorbreath 15,Concentrate,2018-01-18,2018-01-18,57,0.0,0.0,,,,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.09,0.08,0.29,0.25,0.06,0.61,1.6,0.07,0.11,2.09,0.05,0.0,,10.84,0.0,69.31,0.0,0.0,0.0,0.0,,,0.84,0.22,0.0,
wfprk7p3XNRAoRM5h,GG4 Concentrate Midnight Roots,Concentrate,2017-05-16,2017-05-18,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.07,0.03,0.0,0.31,0.14,0.0,0.0,0.36,0.0,0.0,90.7,3.3,,,0.0,0.0,0.0,0.0,,,1.39,0.0,0.0,
whbXGtnLwr3Qb3872,Gelato,Concentrate,2018-05-17,2018-05-17,17,0.0,0.0,,,,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.42,0.0,0.08,0.16,0.39,0.13,0.05,1.09,0.22,0.07,0.06,0.68,0.04,0.0,,2.43,0.01,78.48,0.01,0.01,0.01,0.01,,,1.77,0.01,0.01,
wjmQhabSiN3upTDPm,Lemon Lost Souls-LRB,Concentrate,2017-07-17,2017-07-17,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.04,0.07,0.1,0.0,0.27,0.64,0.0,0.04,0.68,0.0,0.0,,1.32,0.01,88.21,0.01,0.01,1.05,0.01,,,3.75,0.01,0.01,
wkhvJJDB98cb5sixo,Sugar Cookie - TR,Concentrate,2016-01-12,2016-01-13,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.01,0.08,0.52,0.04,0.0,0.88,0.04,0.01,0.01,0.14,0.0,0.0,,55.4,,,0.03,0.1,,0.02,,,,1.47,0.31,
wm2JyxQuDKegutgDa,Cookies n Cream -LR,Concentrate,2017-06-30,2017-06-30,,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.04,0.0,0.37,0.0,0.0,0.75,0.87,0.02,0.05,1.0,0.0,0.0,,1.8,0.01,75.5,0.01,0.01,0.58,0.01,,,4.08,0.11,0.01,
wsJbCCcAhSiTEYCPY,OG 18- LR,Concentrate,2017-04-14,2017-04-18,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.52,0.04,0.4,0.1,0.0,1.02,0.42,0.07,0.01,0.23,0.0,0.0,,58.4,,,0.33,0.58,,0.45,,,,2.02,0.41,
wtbupAz73TAjZp4Qu,Sample 6,Concentrate,,,19,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.01,0.03,0.1,0.04,0.0,0.18,0.23,0.0,0.01,0.18,0.0,0.0,,,,,,,,,,,,,,
wuXLnfpjzk52PXBXG,michigan green magic-gmo,Concentrate,2018-03-12,2018-03-12,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.06,0.33,0.13,0.0,0.59,0.99,0.0,0.09,1.06,0.04,0.0,,1.78,0.01,87.04,0.01,0.01,0.01,0.01,,,1.02,0.01,0.01,
wziTaHfbd22v8sLX3,Strawmango Widow - CR,Concentrate,2016-01-07,2016-01-09,,,,0.0,0.0,,0.01,0.08,0.0,0.01,0.0,0.02,0.0,0.17,0.0,0.38,0.03,0.11,0.21,0.04,0.26,0.51,0.07,0.05,0.72,0.02,0.01,,58.7,,,0.07,0.14,,0.02,,,,2.93,0.16,
x2fgSR757E9kX3fnv,Cookies n' Cream,Concentrate,2017-01-17,2017-01-18,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.03,0.19,0.11,0.0,0.53,0.22,0.15,0.03,1.11,0.0,0.0,,65.4,,,0.2,0.26,,0.43,,,,4.23,1.26,
xA9jBkuhHRZ7tyNmC,Citrus Berry Live Resin,Concentrate,2018-01-31,2018-01-31,2,0.0,0.0,,,,0.09,0.06,0.0,0.05,0.0,0.0,0.0,0.19,0.0,1.66,0.06,0.16,0.15,0.15,0.27,0.55,0.31,0.09,0.5,0.1,0.04,,3.86,0.0,85.85,0.0,0.0,0.93,0.0,,,3.17,0.58,0.0,
xATeBeyATE4T6B3Rx,Race Fuel,Concentrate,2018-03-01,2018-03-01,72,0.0,0.0,,,,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.06,0.1,0.26,0.14,0.05,0.46,0.65,0.19,0.1,1.06,0.04,0.0,,1.33,0.01,82.55,0.01,0.01,0.01,0.01,,,1.18,0.01,0.01,
xBKCegHaio4Gy9ckv,Sour Mendo Live Resin,Concentrate,2017-05-25,2017-05-29,2,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.01,0.06,0.4,0.17,0.0,0.9,0.87,0.0,0.12,1.67,0.0,0.0,78.8,1.6,,,0.0,0.0,0.0,0.0,,,2.21,0.32,0.08,
xDPq5LR7QooNCoqNk,Chematonic,Concentrate,2017-01-11,2017-01-13,34,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.07,0.08,0.19,0.0,0.34,1.8,0.0,0.05,0.93,0.0,0.02,,33.1,,,0.31,0.2,,28.46,,,,2.07,1.15,
xFLhoYkbdZtgYRsCp,Super Lemon Haze- LR,Concentrate,2017-12-19,2017-12-19,,0.0,0.0,,,,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.96,0.0,0.23,0.24,0.19,0.5,0.45,0.86,0.13,0.49,0.12,0.04,,1.71,0.01,77.57,0.01,0.01,0.84,0.01,,,8.76,0.76,0.01,
